Data,BG000,GM000,GM001,PN000,PS001,PS000,BD000,BD002,BD003,BD005,BD007,BD009,BD010,JT000,PP010,GV001,GV002,VD000,LB000,LB001,LB003,IP003,IP010,IP006,AR000,PD000,CP100,CP004,CP005,CP008,LM002,VR000,UR000,BT000,BT001,FL000,FL004
2018-08-13,340,20,18,18,490,460,130,18,20,18,18,78,1300,,94,78,20,78,790,170,130,78,490,20,45,130,20,18,330,18,20,2400,1600,490,790,1100,490
2018-08-16,18,18,18,18,20,18,18,18,18,18,20,45,20,,330,220,1300,110,18,18,18,18,18,18,18,18,18,230,18,18,20,20,33,45,330,330,18
2018-08-20,640,78,130,20,18,18,18,18,18,18,18,1100,9200,490,43,490,330,18,18,18,45,18,78,18,18,18,170,490,490,170,170,18,780,2200,45,57,20
2018-08-23,45,18,18,18,220,20,18,18,18,18,18,45,330,490,16000,16000,790,20,18,20,18,2400,490,490,20,330,78,18,18,18,18,18,470,16000,16000,13000,5400
2018-08-27,410,20,78,18,1700,330,45,18,20,18,18,18,2400,,130,130,130,1300,5400,3500,3500,3500,5400,1300,790,1300,130,330,230,330,230,20,1600,16000,16000,3700,2400
2018-08-30,100,18,18,18,18,20,78,18,18,20,20,1300,330,490,18,230,330,18,490,130,110,130,170,18,18,18,20,18,18,18,18,20,16000,16000,16000,2000,3500
2018-09-03,820,18,18,18,18,45,18,20,18,18,18,130,330,18,33,230,330,78,5400,78,330,3500,130,40,20,18,790,2400,18,18,18,78,9800,1100,3500,560,790
2018-09-05,790,18,18,18,130,270,20,18,18,18,45,18,18,20,18,18,18,170,140,93,340,130,20,20,20,20,20,18,45,20,45,78,180,5400,2400,330,230
2018-09-10,800,18,18,18,20,18,78,18,18,18,18,490,230,790,280,490,3500,18,18,20,220,18,18,18,18,45,20,45,18,45,18,18,20,16000,78,330,210
2018-09-13,1500,18,18,20,20,18,18,18,18,20,18,170,110,130,6400,3500,1700,2400,78,20,20,20,18,18,20,18,170,130,20,20,18,18,18,16000,16000,2600,1700
2018-09-17,410,18,20,45,20,18,18,18,18,20,18,130,20,130,490,330,230,130,45,45,20,18,45,18,18,18,230,230,78,490,78,45,120,2400,790,800,1300
2018-09-20,230,18,18,18,18,18,18,18,18,18,490,16000,9200,220,49,130,490,130,170,330,45,20,20,20,45,20,78,170,18,78,18,20,560,16000,16000,790,790
2018-09-24,88,18,18,20,45,18,18,18,18,20,18,230,700,1300,18,130,130,460,45,330,3500,18,18,18,18,20,490,18,40,18,18,130,580,330,490,280,3500
2018-09-27,170,18,20,18,170,790,20,18,68,45,18,18,78,20,100,170,130,20,16000,3500,1300,490,230,230,40,18,18,18,78,18,18,45,49,16000,16000,1600,1700
2018-10-01,410,18,18,78,18,20,78,490,490,460,130,45,68,,5400,170,1300,45,18,18,130,18,130,20,330,20,18,40,18,18,130,78,1300,490,790,4500,5400
2018-10-04,250,18,18,20,18,18,18,18,18,18,18,9200,9200,330,330,330,1300,20,93,20,20,18,18,45,68,18,20,18,68,40,68,68,790,16000,16000,1900,1300
2018-10-08,220,20,18,18,700,2400,18,18,20,20,20,2400,16000,3500,230,9200,5400,230,78,20,130,20,45,170,320,330,170,330,130,220,78,78,200,16000,16000,4500,3500
2018-10-10,1200,18,18,20,18,20,18,18,78,20,330,16000,5400,790,150,790,790,130,3500,16000,16000,230,45,110,18,18,20,18,18,18,18,20,1000,16000,16000,3500,1700
2018-10-15,33,78,130,18,1300,230,170,20,18,18,490,78,330,,20,790,490,16000,330,170,130,170,78,130,1300,490,140,3500,78,20,1300,330,130,9200,5400,900,330
2018-10-18,45,18,18,20,18,18,18,20,45,45,170,790,490,230,640,490,790,490,330,700,790,20,18,170,20,110,45,330,18,18,18,140,110,16000,16000,9200,790
2018-10-22,78,18,18,18,18,18,18,20,18,45,20,5400,3500,18,68,790,330,18,20,20,230,1400,140,18,20,18,20,20,130,18,130,18,20,700,16000,1000,1400
2018-10-25,1300,78,18,18,230,490,18,18,18,18,2400,18,5400,45,4500,16000,16000,5400,16000,16000,16000,230,45,45,20,18,45,18,45,18,18,18,16000,16000,16000,13000,16000
2018-10-29,110,40,18,18,18,18,18,18,20,18,18,20,45,330,360,230,490,130,130,20,130,18,45,78,20,45,110,78,45,45,45,68,43,1700,3500,3500,700
2018-10-31,45,20,18,45,20,5400,45,68,68,18,18,18,18,,18,270,18,78,18,18,18,18,18,18,20,18,18,20,18,18,18,18,62,490,170,68,18
2018-11-05,280,20,20,18,330,490,18,18,18,18,18,9200,16000,45,45,78,18,330,20,110,230,45,45,78,45,20,20,45,18,18,20,20,490,16000,16000,3900,5400
2018-11-08,2400,20,20,790,18,20,20,68,45,68,330,9200,9200,,3900,9200,9200,3500,3500,3500,9200,45,68,40,45,20,2400,2400,2400,790,16000,490,7300,16000,16000,16000,16000
2018-11-13,10,18,18,18,18,18,18,18,18,18,45,45,45,68,20,20,130,20,5400,1300,9200,9200,18,18,18,45,40,18,18,18,18,18,130,16000,16000,4500,9200
2018-11-22,560,18,20,78,490,1700,130,18,18,330,230,16000,16000,18,900,78,78,45,5400,5400,9200,16000,45,18,18,18,45,20,45,45,20,790,560,16000,16000,3900,16000
2018-11-26,3000,1300,330,18,45,20,45,18,18,20,18,18,18,,11000,5400,16000,2400,16000,2400,2400,2400,1300,68,790,18,230,2400,5400,5400,16000,130,1900,16000,16000,6400,5400
2018-11-29,230,78,18,18,330,790,45,45,18,20,45,3500,3500,3500,57,330,330,78,16000,3500,1300,1300,78,170,20,20,20,18,20,20,16000,18,230,16000,16000,2300,5400
2018-12-03,100,110,78,18,330,330,130,18,18,18,78,3500,5400,490,18,1100,790,18,45,18,18,18,20,18,230,20,1300,170,170,78,1700,18,490,5400,5400,600,230
2018-12-06,33,20,18,18,460,460,20,18,18,18,18,18,20,68,57,45,130,130,45,45,20,40,18,20,18,140,18,20,18,18,2400,45,280,16000,16000,9200,3500
2018-12-10,220,20,20,45,18,20,18,230,78,45,45,1100,2400,230,330,230,78,790,170,2400,230,130,78,330,170,170,78,110,130,78,170,78,1000,16000,16000,9200,16000
2018-12-13,73,20,20,18,20,18,45,18,20,18,18,330,230,1300,45,790,490,130,18,18,790,18,20,18,45,20,790,45,20,20,130,20,94,16000,16000,5400,5400
2018-12-17,410,490,78,18,18,18,130,45,20,18,20,490,78,110,49,330,490,78,20,140,20,45,20,18,18,230,490,330,20,110,140,230,13000,16000,16000,2000,490
2018-12-20,140,18,18,18,330,3500,45,18,18,78,18,18,45,45,10,1300,230,45,18,18,130,1700,18,20,330,45,230,20,20,78,20,18,170,16000,16000,2600,3500
2018-12-26,300,68,18,20,18,45,18,18,18,20,18,230,330,330,1400,9200,9200,700,700,490,700,230,170,130,490,20,330,490,230,330,3500,140,900,16000,16000,16000,16000
2019-01-02,1400,230,110,170,68,20,45,130,20,18,20,230,20,16000,94,18,18,78,45,20,45,20,330,490,220,130,130,790,1100,1300,20,5400,2400,16000,16000,9200,16000
2019-01-07,490,230,20,18,490,16000,230,68,18,18,45,790,490,78,33,790,1300,490,78,78,490,78,78,330,330,170,170,16000,330,330,230,490,950,16000,16000,3500,3500
2019-01-10,330,45,45,18,20,18,790,20,20,20,18,110,130,45,45,330,230,78,330,330,330,330,490,490,230,330,230,230,1300,330,790,45,220,16000,16000,16000,5400
2019-01-14,62,490,18,20,20,68,45,18,18,20,20,130,330,490,10,3500,3500,45,20,20,18,20,18,45,68,18,230,20,20,230,230,18,20,16000,16000,1900,1700
2019-01-17,78,490,45,40,130,45,40,18,18,18,18,20,78,230,33,2400,3500,330,78,78,20,18,45,20,330,230,140,230,230,330,230,78,180,16000,16000,13000,16000
2019-01-21,820,110,18,45,230,220,45,110,20,20,18,45,490,330,330,78,330,330,790,130,110,130,230,45,1300,490,230,790,1700,460,110,78,950,16000,16000,9200,110
2019-01-24,150,20,20,18,20,20,18,170,20,18,20,68,230,20,18,20,45,45,45,230,140,18,18,20,460,45,1300,3500,9200,220,45,18,16000,16000,16000,9200,9200
2019-01-28,88,18,18,18,18,18,20,18,68,68,460,490,220,230,1900,2400,790,490,490,230,78,45,78,18,68,20,3500,230,18,18,16000,18,490,16000,16000,900,2800
2019-01-31,360,45,20,18,45,45,110,18,18,18,18,45,45,68,62,18,20,45,78,20,78,20,20,45,330,40,230,110,490,130,330,1700,5400,16000,16000,310,230
2019-02-04,1000,3500,2400,18,490,330,78,20,230,170,130,20,45,330,62,1700,3500,3500,16000,16000,16000,1300,78,18,170,330,5400,220,18,78,16000,330,1100,16000,16000,4500,5400
2019-02-09,790,490,18,68,490,1700,78,18,130,490,490,16000,9200,,3000,9200,16000,490,3500,1700,1300,330,330,490,130,78,78,790,230,20,16000,20,2400,16000,16000,16000,16000
2019-02-11,330,460,130,78,130,68,18,18,68,18,790,2200,1700,,1300,9200,5400,330,20,330,1300,230,110,130,78,45,16000,20,78,20,1100,45,20,16000,16000,9800,2400
2019-02-14,1800,45,45,20,78,68,45,18,18,20,18,18,18,,490,330,230,490,790,1300,940,700,2400,1300,3500,230,3500,330,130,45,16000,220,2300,16000,16000,3500,3500
2019-02-18,140,5400,330,20,330,330,78,18,68,20,20,790,3500,,1600,2200,1100,170,790,2400,2400,1300,460,490,330,330,1100,16000,700,790,1300,20,490,16000,16000,16000,16000
2019-02-21,45,18,18,18,490,1300,18,18,18,18,18,18,20,,790,2200,1300,790,790,790,3500,230,230,330,330,18,120,490,78,790,3500,20,280,16000,16000,16000,16000
2019-02-25,160,18,45,18,460,700,20,18,18,20,45,790,40,270,18,220,5400,20,20,18,18,18,20,18,20,18,18,20,220,18,16000,18,360,16000,16000,2400,2400
2019-02-27,13000,20,45,3500,16000,790,16000,20,20,18,490,3500,5400,,3400,3500,3500,1100,700,1700,16000,9200,490,700,9200,170,3500,3500,130,170,16000,45,600,16000,16000,9200,9200
2019-03-07,790,20,18,20,18,18,45,18,78,68,130,9200,9200,790,1100,2400,2800,230,790,1300,1300,18,18,20,20,45,330,230,490,18,20,68,410,16000,16000,7300,3500
2019-03-11,3000,78,20,20,330,1300,18,18,45,20,20,78,170,,3800,790,2200,5400,16000,16000,16000,5400,16000,2400,5400,490,5400,330,1100,2400,16000,110,560,16000,16000,16000,16000
2019-03-14,180,45,45,18,18,18,20,20,18,18,18,2400,2400,110,33,490,790,110,18,20,3500,20,45,170,18,20,170,20,18,45,16000,20,170,16000,16000,4600,3500
2019-03-18,190,20,18,68,20,18,45,490,490,78,490,16000,16000,78,250,78,490,790,230,490,210,16000,68,18,18,18,170,20,18,18,490,18,170,16000,16000,2400,3500
2019-03-21,480,68,490,,78,18,18,330,93,230,18,1300,3500,,5500,2400,1300,9200,16000,9200,5400,790,490,790,2400,490,490,230,330,490,16000,330,560,16000,16000,16000,16000
2019-03-25,2400,790,20,170,20,18,18,18,18,18,18,1100,5400,330,360,130,110,170,460,78,490,2400,20,18,110,18,1300,40,2400,790,20,18,560,16000,16000,13000,5400
2019-03-28,330,18,18,45,790,330,18,18,18,18,18,700,3500,40,640,330,330,2400,9200,1700,170,18,130,68,18,18,1700,40,45,20,18,330,280,16000,16000,230,490
2019-04-01,62,18,45,18,330,110,18,78,20,68,68,5400,16000,1300,330,330,330,45,490,2400,5400,20,18,20,20,18,18,270,20,18,9200,16000,4500,16000,16000,280,1300
2019-04-04,94,18,18,20,18,18,18,18,18,20,20,1300,1300,45,230,78,230,45,20,45,16000,110,20,20,18,18,18,78,18,78,170,170,490,16000,16000,9800,9200
2019-04-11,790,330,18,790,3500,2400,20,230,220,1700,2400,16000,16000,3500,1100,16000,5400,3500,9200,5400,5400,790,790,220,790,330,130,230,490,230,16000,170,2400,16000,16000,13000,9200
2019-04-16,150,45,45,18,78,78,18,18,20,130,230,3500,5400,5400,45,130,78,18,490,230,330,1300,78,20,18,20,45,18,45,18,3500,45,2400,16000,16000,950,230
2019-04-25,150,18,130,18,490,1300,220,18,18,18,18,3500,5400,230,330,18,18,330,20,78,78,45,45,130,18,18,170,20,20,18,170,790,130,16000,16000,4500,5400
2019-04-29,150,18,18,18,1100,1300,20,18,18,18,20,18,18,790,100,20,20,230,16000,16000,16000,16000,16000,5400,16000,1700,330,330,790,220,16000,9200,640,16000,16000,1900,1300
2019-05-02,160,18,18,45,18,18,18,20,18,18,18,5400,9200,490,330,230,330,110,170,490,170,130,78,20,130,78,110,790,18,45,9200,78,410,16000,16000,9200,5400
2019-05-06,410,18,18,1300,330,130,20,18,18,18,18,5400,3500,110,18,45,45,1100,78,78,78,78,790,170,170,330,140,78,130,68,45,18,9200,16000,16000,2700,3500
2019-05-09,160,18,18,130,20,790,78,18,18,18,20,1100,2400,20,73,130,2200,170,1300,460,1100,130,68,78,330,45,45,68,68,68,16000,78,1800,16000,16000,1200,1300
2019-05-13,280,18,18,220,18,20,20,18,18,18,20,18,45,130,790,790,700,18,18,20,20,20,20,18,40,45,78,45,170,20,18,18,88,2400,16000,2100,790
2019-05-16,3400,1100,230,18,1300,1300,18,18,20,20,18,16000,16000,2400,2400,5400,9200,9200,16000,9200,790,2400,2400,330,330,9200,1400,16000,790,5400,16000,16000,1200,16000,16000,11000,16000
2019-05-20,410,490,45,130,20,130,130,230,170,490,1300,16000,16000,230,230,790,1300,45,45,230,130,78,130,45,330,130,20,230,490,230,16000,20,1000,16000,16000,3000,5400
2019-05-23,150,18,20,18,18,18,18,20,18,18,18,20,78,68,250,78,170,18,170,130,78,18,18,20,18,18,45,18,20,18,16000,18,220,16000,16000,8000,2400
2019-05-27,560,490,78,78,18,18,78,18,18,45,78,3500,9200,330,410,2400,1300,790,490,790,1300,330,330,330,170,18,330,490,45,130,16000,18,950,16000,16000,1400,700
2019-05-30,280,18,20,18,18,18,18,18,18,18,18,330,130,330,110,330,230,130,20,45,68,20,20,130,18,45,78,18,790,18,18,18,360,16000,16000,2400,5400
2019-06-03,330,20,18,18,18,18,18,18,20,45,18,16000,16000,130,2900,5400,5400,330,330,330,140,130,78,45,45,45,230,45,1100,330,9200,170,5400,16000,16000,8000,16000
2019-06-06,900,790,20,130,20,45,18,490,130,130,490,5400,9200,,39,490,490,330,790,790,3500,700,45,18,18,20,45,78,140,490,16000,20,330,16000,16000,4500,3500
2019-06-10,65,18,18,18,18,18,20,45,18,20,18,140,140,,330,9200,5400,2400,45,490,3500,18,18,18,20,18,20,230,130,230,130,20,520,16000,16000,7300,5400
2019-06-13,88,18,20,18,18,18,20,68,45,78,18,790,220,110,78,2400,1300,130,45,45,78,20,20,18,78,20,490,78,330,20,130,68,900,16000,16000,68,45
2019-06-18,170,18,18,18,45,18,18,18,18,18,20,1300,1300,230,33,2200,790,78,130,230,330,18,18,18,78,18,40,18,78,18,18,20,90,16000,16000,410,16000
2019-06-24,170,18,18,18,78,330,20,18,20,18,18,460,330,45,280,490,1700,20,20,18,18,18,18,20,18,18,18,18,20,18,330,18,44,16000,16000,89,20
2019-06-27,78,18,18,18,130,330,18,18,18,18,18,18,18,78,1500,78,20,78,790,18,45,68,18,130,78,18,78,20,20,18,20,18,410,16000,16000,640,790
2019-07-01,180,45,40,18,78,110,18,230,18,20,18,1300,1300,330,20,490,790,20,170,20,20,20,45,45,130,460,40,18,18,18,490,330,490,16000,9200,3000,1700
2019-07-04,410,18,18,18,490,790,18,18,18,18,18,2200,790,20,78,3500,3500,78,16000,16000,16000,1100,230,78,20,20,790,130,490,490,110,130,250,16000,9200,9200,9200
2019-07-08,130,18,18,20,230,140,20,18,18,18,18,2400,2400,,45,330,460,490,490,330,3500,230,330,490,1300,2400,490,2200,2400,1700,790,790,180,16000,16000,2900,18
2019-07-11,120,20,45,45,78,130,20,18,18,18,18,490,490,220,180,490,790,490,20,40,18,20,18,78,18,20,45,20,18,18,18,790,120,16000,16000,250,18
2019-07-15,130,18,18,18,18,18,130,18,170,45,18,2400,9200,,20,78,68,230,78,78,140,16000,2400,1700,110,16000,490,16000,78,110,40,20,16000,16000,16000,9200,1300
2019-07-18,330,18,330,18,78,230,45,130,130,45,130,9200,16000,130,490,490,1300,5400,9200,2400,3500,330,330,490,700,78,78,68,78,78,45,110,1200,16000,16000,16000,9200
2019-07-22,100,78,18,20,110,20,20,78,20,20,130,45,45,,230,330,330,230,1100,330,490,1300,230,330,2400,490,330,220,330,330,170,230,45,16000,16000,3500,3500
2019-07-25,410,45,78,18,18,18,18,18,18,20,78,230,330,130,200,490,330,230,45,18,18,20,18,18,18,20,20,78,78,130,20,45,330,16000,16000,1900,490
2019-07-29,49,18,18,18,220,170,18,18,18,18,18,5400,3500,790,30,230,130,78,20,18,130,2200,20,18,18,18,18,20,18,18,18,18,45,16000,16000,640,330
2019-08-01,100,18,18,18,18,18,18,18,18,18,20,3500,16000,130,230,130,3500,130,460,1700,330,45,3500,130,20,18,18,18,18,20,18,18,120,16000,16000,7300,16000
2019-08-05,560,78,330,20,78,130,20,45,78,18,18,18,18,,130,78,78,330,230,1300,490,2400,230,1300,330,790,230,130,490,230,490,490,640,16000,16000,1900,1300
2019-08-08,45,20,18,20,18,18,18,20,20,20,93,490,330,790,18,110,1700,230,45,20,45,20,18,18,78,18,45,18,20,18,20,78,45,9200,2400,230,68
2019-08-12,100,18,20,18,20,18,18,18,18,18,18,18,18,,18,20,18,130,18,68,20,490,490,18,20,45,45,20,18,18,20,18,94,9200,3500,170,490
2019-08-15,130,45,18,20,790,3500,140,18,18,20,18,18,110,230,18,18,330,790,2400,1300,790,490,490,490,68,130,45,18,18,45,20,18,2400,16000,16000,1600,3500
2019-08-19,62,45,130,18,45,20,20,18,18,18,18,20,18,790,190,230,170,20,45,18,18,18,18,45,18,20,,20,18,18,18,18,18,490,2400,200,78
2019-08-22,33,18,18,20,170,490,18,18,18,20,20,20,68,20,20,330,3500,45,1400,1300,18,110,330,230,1300,330,18,18,78,20,18,68,4500,16000,16000,1000,330
2019-08-26,62,18,18,18,18,700,18,18,18,18,20,1300,1300,20,78,68,1300,78,110,230,18,18,18,18,18,45,20,20,20,18,18,20,230,16000,16000,1600,790
2019-08-29,33,78,78,170,140,220,330,18,45,18,790,16000,2400,45,33,45,220,45,45,18,40,45,78,40,18,130,20,18,18,18,18,20,62,16000,16000,1300,1100
2019-09-02,330,45,20,20,18,20,18,18,18,18,18,18,18,,2900,9200,490,170,16000,130,78,460,16000,110,45,20,20,20,330,700,3500,130,3500,16000,16000,16000,9200
2019-09-05,1400,20,45,230,18,18,18,18,18,18,18,18,1700,,1900,790,1100,16000,16000,2400,2800,16000,3500,3500,130,140,170,3500,20,45,230,330,3900,16000,16000,4500,9200
2019-09-09,360,18,20,20,18,230,130,20,45,20,460,16000,16000,1300,23,330,330,18,1300,2400,2400,45,18,18,18,18,20,18,18,20,20,20,560,1700,1300,330,45
2019-09-12,45,230,330,20,18,18,18,18,78,78,490,1100,18,45,800,20,20,130,18,230,2400,170,18,18,18,18,45,18,18,18,18,18,640,16000,790,11000,3500
2019-09-16,180,18,18,20,18,18,18,18,18,20,110,2400,2200,18,120,20,18,45,18,170,78,18,45,20,20,18,20,18,20,20,18,18,62,9200,3500,360,490
2019-09-19,130,20,20,18,20,20,18,18,45,18,18,18,170,18,62,20,20,110,18,18,18,18,18,18,20,18,45,18,18,18,45,3500,150,16000,5400,280,2400
2019-09-23,230,45,18,18,3500,9200,140,18,18,18,1300,490,1300,460,770,230,130,330,16000,16000,3500,1300,490,490,330,330,5400,45,20,18,20,78,200,16000,16000,4500,790
2019-09-26,280,18,18,45,18,130,18,18,130,78,18,9200,9200,170,600,16000,9200,110,230,490,2400,78,130,18,18,78,700,20,18,68,45,140,2100,16000,16000,7300,16000
2019-09-30,140,20,20,18,18,230,18,18,45,78,1300,5400,5400,220,140,3500,3500,78,330,330,5400,2400,18,18,78,18,45,45,18,18,20,18,45,16000,16000,1300,1100
2019-10-03,280,78,45,330,45,45,20,18,20,20,45,45,330,18,20,110,220,45,490,78,490,18,130,45,18,20,20,18,18,18,18,18,130,16000,170,900,330
2019-10-07,33,20,18,18,18,18,20,18,18,20,18,18,18,18,49,18,20,230,18,20,68,20,18,18,20,18,78,20,18,18,18,130,280,16000,2400,600,790
2019-10-10,1200,45,18,130,490,130,230,18,18,68,20,16000,16000,2200,62,700,790,330,490,2200,230,20,78,78,20,78,170,490,78,230,16000,18,16000,16000,16000,16000,16000
2019-10-14,280,18,18,18,170,490,20,18,18,18,78,490,230,20,18,130,78,68,45,20,18,68,20,40,45,18,20,110,230,45,20,20,490,16000,1700,5400,16000
2019-10-17,640,18,18,20,790,110,18,18,18,45,18,330,1300,700,45,130,1300,18,20,18,45,20,45,18,18,20,18,330,20,45,18,18,100,16000,260,510,1100
2019-10-21,200,40,20,18,170,18,18,18,18,18,18,45,18,78,20,18,20,170,170,130,45,110,45,20,110,790,270,18,18,18,45,45,3000,490,2800,490,170
2019-10-24,48,20,18,18,18,18,18,18,18,18,18,2400,1300,18,32,18,20,20,230,460,1700,20,330,18,18,18,170,18,18,18,18,18,32,3500,1700,1500,450
2019-10-29,200,170,18,18,18,18,490,18,20,110,130,18,20,45,120,490,45,790,2400,3500,9200,45,45,45,220,18,20,18,18,18,18,20,33,16000,16000,1900,1700
2019-10-31,230,130,20,20,18,18,18,18,18,20,18,20,45,45,18,490,1700,230,230,220,230,78,170,45,18,18,20,20,18,20,18,18,94,16000,5400,4500,3500
2019-11-04,2900,20,18,18,18,18,45,110,45,45,20,45,40,,33,78,130,20,20,18,18,18,18,18,18,78,20,78,20,18,20,18,110,2400,790,3000,2400
2019-11-07,73,18,18,20,18,18,18,18,18,18,18,78,45,20,18,18,18,110,2400,5400,700,330,230,130,45,18,330,20,18,18,20,20,2400,16000,16000,750,330
2019-11-11,230,18,18,18,18,18,20,18,18,18,18,700,1300,170,280,490,1400,130,78,130,110,20,18,45,45,45,230,18,20,18,45,18,410,5400,16000,4500,16000
2019-11-13,33,45,45,18,18,18,45,170,230,68,5400,16000,16000,78,280,790,330,330,490,490,330,18,20,45,68,45,45,45,130,170,9200,20,9200,16000,16000,16000,16000
2019-11-18,250,78,18,18,18,20,18,18,18,18,18,490,40,78,44,1700,3500,45,18,170,490,45,45,20,20,18,45,18,20,18,16000,20,180,3500,1700,1800,110
2019-11-21,45,20,18,18,20,18,18,18,18,18,130,230,45,40,18,20,20,790,1300,9200,5400,18,20,18,18,18,170,78,130,490,16000,230,230,16000,16000,410,700
2019-11-25,100,20,20,18,18,18,18,20,18,18,18,9200,16000,,180,130,78,330,45,20,45,18,20,18,18,18,20,18,18,18,9200,18,230,16000,16000,2100,490
2019-11-28,230,45,20,20,78,130,78,45,330,330,790,230,700,330,950,490,230,330,790,3500,9200,18,78,78,45,78,18,490,18,18,18,18,150,2400,790,6400,5400
2019-12-02,280,45,78,18,18,18,68,18,18,18,18,490,130,230,20,45,18,18,1100,700,330,18,20,20,170,18,18,18,18,18,20,18,20,790,490,560,790
2019-12-05,65,18,18,18,110,230,45,18,18,18,20,330,330,,18,1100,490,68,20,18,18,220,18,20,18,18,18,20,18,18,68,40,30,2400,230,640,330
2019-12-09,25,20,18,18,23,23,18,18,18,20,18,18,170,,20,18,18,330,230,45,45,230,490,330,78,78,78,78,78,45,18,130,62,230,9300,1500,330
2019-12-12,280,18,18,18,330,330,18,18,18,18,18,18,110,20,45,330,230,110,230,490,230,490,490,790,330,130,20,20,45,18,18,20,330,,16000,16000,16000
2019-12-16,68,20,18,18,40,20,45,18,45,140,18,20,40,130,18,490,490,18,68,18,20,18,18,18,18,45,140,45,18,18,18,18,110,2400,170,1500,170
2019-12-19,150,18,18,18,130,68,18,18,20,18,18,45,45,,1000,700,140,130,1700,1300,68,45,18,18,230,20,330,40,20,18,18,78,54,9200,16000,3900,3500
2019-12-26,140,18,18,18,18,130,18,18,20,18,1100,790,3500,790,18,330,170,20,18,18,18,130,78,20,45,20,210,45,40,45,5400,790,78,5400,3500,9200,1700
2020-01-02,480,18,45,20,18,20,170,18,18,20,18,220,330,330,490,3500,2400,40,18,20,20,140,18,45,20,45,45,490,330,330,45,330,230,9200,5400,800,330
2020-01-06,1000,68,18,20,18,18,18,20,130,45,45,16000,16000,,1000,2400,790,3500,18,18,20,18,18,18,18,20,700,45,78,20,110,45,180,5400,790,5400,16000
2020-01-09,360,45,78,18,330,78,130,18,45,110,18,18,78,45,20,2400,1300,20,790,490,230,3500,790,18,18,18,490,20,45,18,45,18,160,16000,16000,3000,1300
2020-01-13,11000,45,18,20,3500,3500,45,18,20,20,45,18,18,16000,3000,5400,3500,3500,16000,16000,9200,16000,9200,16000,9200,330,490,5400,9200,16000,16000,1100,16000,16000,16000,4500,3500
2020-01-16,33,18,18,18,18,20,18,18,18,20,18,170,170,45,20,1300,1100,20,20,2400,2400,18,18,20,18,18,68,20,20,18,16000,20,300,5400,16000,6400,5400
2020-01-21,410,18,20,18,18,18,18,170,20,45,220,3500,3500,45,20,1300,790,45,18,18,18,20,18,18,20,170,330,45,18,78,330,18,180,5400,3500,410,2400
2020-01-23,120,40,18,18,78,45,18,40,78,45,78,790,490,68,78,330,490,130,18,18,170,45,45,78,18,18,78,130,20,18,18,20,57,16000,490,9200,16000
2020-01-27,44,68,18,18,18,45,130,18,18,18,45,170,230,330,78,270,490,2400,40,18,18,18,18,45,130,18,18,78,18,18,20,20,360,5400,110,3500,16000
2020-01-30,100,18,18,18,110,45,18,18,20,18,20,45,18,18,20,490,1300,20,700,78,18,20,20,20,20,130,20,20,20,18,20,18,20,1300,68,1200,2400
2020-02-03,900,110,18,18,5400,3500,18,18,18,18,18,1300,2400,330,45,330,230,1100,16000,1300,790,16000,1300,230,18,130,1300,2400,1300,5400,16000,230,16000,16000,16000,2300,1300
2020-02-06,75,20,20,45,18,18,20,18,18,40,5400,16000,16000,790,280,790,9200,1300,700,1300,2400,1100,1300,330,230,130,700,490,330,490,3500,490,16000,16000,16000,16000,16000
2020-02-10,330,18,18,18,18,18,40,18,18,18,18,45,78,110,65,790,330,230,40,78,16000,78,45,110,700,18,130,170,230,270,16000,45,240,16000,330,3500,2400
2020-02-13,600,18,20,490,18,18,18,490,3500,700,790,5400,16000,,410,3500,2400,78,9200,490,490,490,110,110,330,140,110,330,110,330,790,130,1200,16000,16000,16000,9200
2020-02-17,410,18,18,20,20,18,20,20,20,18,18,18,18,18,360,230,790,20,230,790,3500,45,18,230,790,45,18,20,18,18,16000,18,560,16000,16000,2600,1300
2020-02-19,62,18,18,18,18,18,18,18,18,20,18,490,490,170,65,230,170,20,20,20,445,78,330,1300,230,20,230,20,790,18,490,20,2100,3500,3500,5800,3500
2020-02-27,380,1700,18,18,16000,1300,78,18,18,18,18,45,170,700,2100,20,20,490,3500,16000,2400,2400,490,1300,1300,330,78,78,78,45,1100,20,320,16000,16000,3600,3500
2020-03-02,1300,230,45,330,230,1300,110,130,230,490,330,16000,16000,,790,16000,16000,1700,1700,1300,9200,490,230,78,790,78,1300,16000,1300,45,16000,330,6400,16000,16000,16000,16000
2020-03-05,88,18,18,20,9200,130,18,18,18,18,18,9200,16000,270,33,78,45,45,130,130,9200,3500,230,220,220,78,130,230,78,20,20,78,1000,16000,9200,2100,1700
2020-03-09,300,18,20,130,20,18,18,45,130,78,130,9200,9200,20,150,45,130,18,130,170,170,18,20,18,18,20,20,18,18,20,18,18,280,16000,3500,16000,5400
2020-03-12,560,45,18,20,1300,20,18,20,230,130,20,78,230,18,10,130,230,20,230,78,130,18,3500,18,18,20,45,18,20,78,18,18,2400,16000,230,9200,16000
2020-03-16,33,18,45,230,45,45,18,18,78,20,20,230,130,20,18,330,1300,45,130,330,1100,45,45,18,45,20,20,20,78,18,18,18,280,3500,78,1300,490
2020-04-27,,,,18,20,,,,18,,,790,,,,,45,,78,,,170,,,,,18,,,,18,,,,,490,
2020-05-20,,,,18,130,,,,18,,,9200,,,,,330,,18,,,230,,,,,3500,,,,18,,,460,,170,
